Year,Month,Day,temperature,humidity,precipitation
2017,8,12,17.8,73.5,0.2
2017,8,11,20.1,78.5,0
2017,8,10,21,74.5,0
2017,8,9,19.64,81,0
2017,8,8,19.35,84,0
2017,8,7,18.7,82,0
2017,8,6,18.35,80,0
2017,8,5,19.45,77.5,0
2017,8,4,18.3,80.5,0
2017,8,3,20.5,74,0
2017,8,2,19.85,77,0
2017,8,1,19.85,77,0
2017,7,31,18.7,70,0
2017,7,30,19.5,71,0
2017,7,29,19.25,59,0
2017,7,28,17,71,0
2017,7,27,18.39,71,0
2017,7,26,19.5,67,0
2017,7,25,19.5,74.5,0
2017,7,24,18.89,76,0
2017,7,23,18.95,78,0
2017,7,22,18.64,81.5,1.4
2017,7,21,17.25,74.5,0.2
2017,7,20,19.6,66,0.2
2017,7,19,18.79,58,0
2017,7,18,17.75,66,0
2017,7,17,16.55,71,0
2017,7,16,18,58,0
2017,7,15,18.6,64,0
2017,7,14,17.64,69.5,0
2017,7,13,18.89,65.5,0
2017,7,12,18.45,63.5,0
2017,7,11,17.04,71.5,0
2017,7,10,18.2,73,0
2017,7,9,19.5,68.5,0
2017,7,8,17.35,71,0
2017,7,7,18.39,64.5,0
2017,7,6,19.1,69.5,0
2017,7,5,18.1,68,0
2017,7,4,16.5,72.5,0
2017,7,3,17,68.5,0
2017,7,2,18.35,65,0
2017,7,1,17.35,72.5,0
2017,6,30,18.6,73.5,0
2017,6,29,16.89,73.5,0
2017,6,28,16.45,74,0
2017,6,27,16.2,72.5,0
2017,6,26,18.75,70.5,0
2017,6,25,19.64,71.5,0
2017,6,24,18.25,71.5,0
2017,6,23,16.05,73,0
2017,6,22,14.8,75.5,0
2017,6,21,15.05,72.5,0
2017,6,20,16.54,80,0.2
2017,6,19,15.2,88,0
2017,6,18,13.7,88,3.8
2017,6,17,14.14,70.5,0.4
2017,6,16,15.7,71.5,0
2017,6,15,13.05,81.5,15.2
2017,6,14,13.15,65.5,0
2017,6,13,14,75,0
2017,6,12,16.85,70,0
2017,6,11,14.05,71.5,0
2017,6,10,13.7,72,0
2017,6,9,13.05,69.5,0
2017,6,8,14.6,80.5,24.4
2017,6,7,18.25,63,0
2017,6,6,17.75,64.5,0
2017,6,5,13.55,66,0
2017,6,4,13.75,64,0
2017,6,3,14.75,74.5,0
2017,6,2,15.75,78.5,1.2
2017,6,1,15.3,77.5,1.2
2017,5,31,14.75,80,1.2
2017,5,30,13.75,82.5,8.2
2017,5,29,17.6,69,0
2017,5,28,18.39,67,0
2017,5,27,15.95,71,0
2017,5,26,14.5,75,0
2017,5,25,12.7,77,0
2017,5,24,13.4,70.5,0
2017,5,23,16.2,69.5,0
2017,5,22,15.8,69.5,0
2017,5,21,14.1,78.5,0
2017,5,20,13.25,80,0
2017,5,19,14.2,76.5,0
2017,5,18,13.85,68.5,0
2017,5,17,12.55,74,0
2017,5,16,9.55,75.5,14.8
2017,5,15,8.75,82.5,17.2
2017,5,14,11.05,78.5,2.8
2017,5,13,9.85,73.5,0.2
2017,5,12,10.5,80,6.6
2017,5,11,11.35,89.5,19.8
2017,5,10,13.64,80,0.2
2017,5,9,10.45,81,0
2017,5,8,11.8,72.5,0
2017,5,7,8.85,70,0
2017,5,6,10.8,68.5,0
2017,5,5,13.1,72.5,0.8
2017,5,4,14.45,85.5,0.2
2017,5,3,13.2,94.5,28.2
2017,5,2,9.1,78.5,0.6
2017,5,1,8.94,79,1.4
2017,4,30,9.9,74,0
2017,4,29,8.94,83,6.2
2017,4,28,9.6,75.5,0
2017,4,27,10.45,71,0
2017,4,26,11.45,70.5,2.8
2017,4,25,11.1,71.5,1.4
2017,4,24,10.25,84.5,5
2017,4,23,11.2,80,4.5
2017,4,22,10.55,72.5,5.8
2017,4,21,10.3,70,0
2017,4,20,10.85,81,3.6
2017,4,19,10.15,78.5,0.8
2017,4,18,11.7,79,5.2
2017,4,17,11.3,80,5.4
2017,4,16,7.9,76.5,0
2017,4,15,9.69,76.5,2
2017,4,14,9.3,75.5,3.2
2017,4,13,9.35,79,17.4
2017,4,12,10.25,81.5,12
2017,4,11,7.5,75.5,0
2017,4,10,8.65,78,5
2017,4,9,7.85,70,0
2017,4,8,7.1,84.5,9.8
2017,4,7,9.3,77.5,11.4
2017,4,6,10.25,79,5.2
2017,4,5,9.64,88,13.4
2017,4,4,9.25,68.5,7.2
2017,4,3,6,73.5,0
2017,4,2,8.15,75,0
2017,4,1,8.6,84,11.2
2017,3,31,7.85,76,0.8
2017,3,30,8.94,78.5,0.2
2017,3,29,9.65,82,24.8
2017,3,28,8,93,29.6
2017,3,27,9,80,7.2
2017,3,26,7.75,82,15
2017,3,25,8.6,71.5,1
2017,3,24,8.19,84,6.6
2017,3,23,8.19,71.5,4.6
2017,3,22,9.25,82.5,2.6
2017,3,21,8.89,76.5,5.8
2017,3,20,3.64,75.5,0
2017,3,19,5.25,72.5,0
2017,3,18,6.5,79,10.2
2017,3,17,6.05,80.5,10.2
2017,3,16,7.1,76,2
2017,3,15,9.1,87.5,4.2
2017,3,14,11,81,9.8
2017,3,13,8.65,91.5,10.8
2017,3,12,8.14,87.5,4.2
2017,3,11,6.8,87.5,9.4
2017,3,10,6.15,86,4
2017,3,9,2.9,89,8.2
2017,3,8,3.95,76,2.2
2017,3,7,2.65,80.5,10.4
2017,3,6,3.3,75.5,1
2017,3,5,2.25,84,8.6
2017,3,4,3.8,75,0
2017,3,3,6.25,79.5,7.4
2017,3,2,5.95,90,4.4
2017,3,1,5.5,80.5,0.8
2017,2,28,2,79,1
2017,2,27,0.85,76.5,0
2017,2,26,3.55,73.5,4
2017,2,25,1.09,82.5,0.4
2017,2,24,4.45,69.5,0
2017,2,23,2.65,81,0
2017,2,22,3.55,82.5,0
2017,2,21,4.45,83.5,1.8
2017,2,20,6.35,86,1
2017,2,19,6.44,87,7
2017,2,18,5.55,90,1.2
2017,2,17,7.6,83.5,0.8
2017,2,16,8.75,77,1.6
2017,2,15,9.85,92.5,26.8
2017,2,14,5.65,77,7.4
2017,2,13,3.05,91,0
2017,2,12,3.5,87,0
2017,2,11,3.2,84,0
2017,2,10,4.6,84.5,2.8
2017,2,9,3.15,83,20
2017,2,8,-4,83.5,5.6
2017,2,7,-2.2,76.5,0
2017,2,6,-1.75,83.5,6.6
2017,2,5,-0.4,89,1.6
2017,2,4,0.45,94.5,24
2017,2,3,-0.75,78,15.2
2017,2,2,0,56,0
2017,2,1,1.25,41,0
2017,1,31,2.75,55,0
2017,1,30,3.84,86,0
2017,1,29,5.3,80,0.8
2017,1,28,4.95,77.5,0
2017,1,27,5.55,77,0
2017,1,26,3.2,86,0
2017,1,25,3.95,85,0
2017,1,24,1.4,91.5,0
2017,1,23,2.6,90,0
2017,1,22,4.7,87.5,2.8
2017,1,21,7.35,79,1.6
2017,1,20,4.45,88.5,0.4
2017,1,19,7.15,90,20.8
2017,1,18,9.65,93,26
2017,1,17,6.85,85,28.4
2017,1,16,3.1,80.5,4.4
2017,1,15,0.8,82,0
2017,1,14,-1.94,83.5,0
2017,1,13,-3.15,78.5,0
2017,1,12,-3.55,76,0
2017,1,11,-2.45,62,0
2017,1,10,-0.44,69,0
2017,1,9,3.35,89.5,2.6
2017,1,8,2,80,11
2017,1,7,-1.09,74.5,0
2017,1,6,0.6,70.5,0
2017,1,5,-2.95,77,0
2017,1,4,-3.1,72,0
2017,1,3,-3.7,48.5,0
2017,1,2,-2.29,46.5,0
2017,1,1,-0.04,73.5,0
2016,12,31,-0.44,94,13.2
2016,12,30,1.95,91.5,0
2016,12,29,2.3,88,9
2016,12,28,2.09,89.5,5
2016,12,27,3.1,84.5,1.6
2016,12,26,0.6,86,19.4
2016,12,25,-1.45,84,0
2016,12,24,1,89.5,0.8
2016,12,23,3.2,93,15.4
2016,12,22,3.45,79.5,1.2
2016,12,21,3.45,85,0
2016,12,20,4.9,84,4.8
2016,12,19,2.95,92,14.4
2016,12,18,-0.34,88.5,4.2
2016,12,17,-4.94,72,0
2016,12,16,-5.2,63.5,0
2016,12,15,-3.6,79,0
2016,12,14,-4.2,82.5,0
2016,12,13,-2.5,80,0
2016,12,12,-0.5,86.5,6.4
2016,12,11,4.34,90.5,13.4
2016,12,10,1.2,93,6.2
2016,12,9,-0.5,70.5,8
2016,12,8,-2.2,56.5,0
2016,12,7,-2.85,57.5,0
2016,12,6,0.19,70.5,0
2016,12,5,1.14,92,16.4
2016,12,4,3.05,79,0
2016,12,3,5.35,88.5,4.2
2016,12,2,6.94,89.5,12.8
2016,12,1,4.55,89,1.8
2016,11,30,7.2,86,19.8
2016,11,29,6.3,83.5,2.6
2016,11,28,5.65,90,0.8
2016,11,27,5.3,92,24.6
2016,11,26,6.1,92.5,31
2016,11,25,6.15,82.5,6
2016,11,24,7.6,85,17.8
2016,11,23,8,87.5,5.2
2016,11,22,8.15,81,28
2016,11,21,9.15,77,0
2016,11,20,10.5,82.5,2.4
2016,11,19,8.75,76.5,2
2016,11,18,5.85,77.5,0
2016,11,17,7,88.5,0
2016,11,16,6.7,88.5,4.2
2016,11,15,8.39,89,3.6
2016,11,14,9.1,82.5,0.2
2016,11,13,8.94,89,14.6
2016,11,12,10.8,84,7
2016,11,11,12.15,91.5,3
2016,11,10,11.05,86.5,0
2016,11,9,13.4,92.5,9
2016,11,8,15.8,74.5,0.8
2016,11,7,12.35,82.5,2.6
2016,11,6,10.85,83.5,0.8
2016,11,5,12.39,90.5,19.8
2016,11,4,9.85,75,0.4
2016,11,3,12.39,81.5,0
2016,11,2,11.35,88.5,26.4
2016,11,1,9.94,85.5,7.6
2016,10,31,9.8,94.5,13.6
2016,10,30,7.8,89,2
2016,10,29,8.6,93,6.4
2016,10,28,13.3,78.5,1.2
2016,10,27,11.95,89,7.2
2016,10,26,9.6,91.5,9
2016,10,25,11.7,76.5,2.4
2016,10,24,11.5,84.5,3.2
2016,10,23,13,77,1.6
2016,10,22,9.69,81.5,0.4
2016,10,21,9.9,87,5.2
2016,10,20,11.95,85.5,9.6
2016,10,19,11.25,80,6.8
2016,10,18,10.65,90.5,11.4
2016,10,17,11.3,91.5,11
2016,10,16,11.85,86.5,11.4
2016,10,15,11.7,82,9
2016,10,14,12.35,85,23.2
2016,10,13,11.9,87.5,21.6
2016,10,12,7.85,70,0.6
2016,10,11,6.1,65,0
2016,10,10,9.05,74,0
2016,10,9,9.3,86.5,0
2016,10,8,10.6,87,22.8
2016,10,7,13.4,77,6
2016,10,6,12.55,89,13.4
2016,10,5,13.85,83.5,1.2
2016,10,4,13.05,82,1.6
2016,10,3,11.75,77.5,0.6
2016,10,2,12.55,85,0.2
2016,10,1,12.35,75.5,0.8
2016,9,30,9.75,86,0
2016,9,29,10.6,87,0
2016,9,28,11.1,89.5,0
2016,9,27,14.15,85.5,0
2016,9,26,13.65,89.5,0
2016,9,25,15.35,76,0.2
2016,9,24,12.9,77.5,0.8
2016,9,23,12.85,86.5,8.8
2016,9,22,13.8,72.5,0
2016,9,21,12.75,85,0
2016,9,20,13.45,83.5,0.4
2016,9,19,14.75,79,28.8
2016,9,18,15.15,75.5,2
2016,9,17,15.55,84.5,17.6
2016,9,16,16.64,76.5,0.2
2016,9,15,14.7,77,0
2016,9,14,14,75.5,0
2016,9,13,14.4,77,0
2016,9,12,13.2,79.5,0
2016,9,11,14.55,78,0
2016,9,10,17.29,68.5,0
2016,9,9,15.35,73,0
2016,9,8,15.7,79.5,0
2016,9,7,15.3,84.5,3
2016,9,6,15,82.5,1.2
2016,9,5,13.95,81,0.8
2016,9,4,13.75,83.5,0
2016,9,3,15.05,81.5,10.2
2016,9,2,15.3,83.5,1.6
2016,9,1,15.25,80.5,2.8
2016,8,31,17.1,79.5,5.8
2016,8,30,17.75,74.5,0
2016,8,29,18.1,76.5,0
2016,8,28,16.85,79,0.8
2016,8,27,19.95,68.5,0
2016,8,26,20.6,64.5,0
2016,8,25,20.2,69.5,0
2016,8,24,18.89,73.5,0
2016,8,23,16.5,74.5,0
2016,8,22,17.6,64,0
2016,8,21,17.7,78,0
2016,8,20,19.39,77,0
2016,8,19,21.29,69,0
2016,8,18,19.64,75.5,0
2016,8,17,18.95,77.5,0
2016,8,16,18.95,75,0
2016,8,15,18.75,78,0
2016,8,14,19.45,72,0
2016,8,13,20.29,79,0
2016,8,12,19.35,79.5,0
2016,8,11,18.04,80,0
2016,8,10,19.14,78,0
2016,8,9,17.3,83,4.8
2016,8,8,16.75,78.5,0
2016,8,7,17.45,73,0
2016,8,6,16.45,73.5,0
2016,8,5,18.55,68.5,0
2016,8,4,17.29,79.5,0
2016,8,3,17.64,80,1.8
2016,8,2,16.05,79,0.6
2016,8,1,17.79,68.5,0
2016,7,31,17.89,71,0
2016,7,30,18.1,67.5,0
2016,7,29,20.6,77,0
2016,7,28,20.3,79.5,0
2016,7,27,19.64,77,0
2016,7,26,18.5,76.5,0
2016,7,25,19.45,76.5,0
2016,7,24,18.55,72.5,0
2016,7,23,17.45,72.5,0
2016,7,22,19.95,65.5,0
2016,7,21,18.5,73.5,0
2016,7,20,20.05,71.5,0
2016,7,19,19.55,71,0
2016,7,18,19.45,74,0
2016,7,17,17.7,82,0
2016,7,16,18.2,77.5,0
2016,7,15,17.25,71.5,0
2016,7,14,17.3,77.5,0.8
2016,7,13,17.85,79,7.8
2016,7,12,18.64,72.5,1.2
2016,7,11,17.64,72.5,0.8
2016,7,10,17.04,72.5,0
2016,7,9,17.35,72.5,20
2016,7,8,17.79,77,0
2016,7,7,16.45,81.5,2.6
2016,7,6,16.7,70,0
2016,7,5,15.85,79,0.8
2016,7,4,17.39,69.5,1.2
2016,7,3,17.89,65,0
2016,7,2,19.35,72.5,0
2016,7,1,17,73.5,0.2
2016,6,30,17.05,73,0
2016,6,29,18.39,74.5,0
2016,6,28,17.85,76.5,0
2016,6,27,19,72.5,0
2016,6,26,16.8,77,0
2016,6,25,16.25,76.5,0.2
2016,6,24,15.8,75,0
2016,6,23,16.25,80.5,12.6
2016,6,22,16.8,72.5,1.4
2016,6,21,16.75,71.5,0
2016,6,20,15.2,78.5,0
2016,6,19,14.85,80.5,0.2
2016,6,18,14.1,80.5,13.6
2016,6,17,14.6,66,0
2016,6,16,12.65,70.5,0
2016,6,15,11.85,72,2.4
2016,6,14,11.75,76.5,5.8
2016,6,13,15.35,68.5,2.4
2016,6,12,15.8,64,0
2016,6,11,13.89,76,8
2016,6,10,14.55,70,0.6
2016,6,9,14.39,60.5,0
2016,6,8,15.3,66,0
2016,6,7,17.7,70.5,0
2016,6,6,18.85,67,0
2016,6,5,20.35,76.5,0
2016,6,4,18.85,80.5,0
2016,6,3,18.39,71,0
2016,6,2,16.75,74.5,2.4
2016,6,1,17.5,70.5,8.6
2016,5,31,15.25,71,0
2016,5,30,13.64,71.5,0
2016,5,29,12.6,74,0
2016,5,28,11.89,89.5,24.2
2016,5,27,12.45,74.5,9.8
2016,5,26,12.65,76.5,9.2
2016,5,25,15.85,72.5,0
2016,5,24,15.35,73,0
2016,5,23,15.1,71.5,0.2
2016,5,22,15.1,68,0.4
2016,5,21,14,70,0
2016,5,20,13.39,75.5,1.2
2016,5,19,12.1,72,5.6
2016,5,18,15.5,70,0
2016,5,17,14.65,71.5,0
2016,5,16,13.75,79,0
2016,5,15,15.15,76.5,0
2016,5,14,16.95,69,0
2016,5,13,15.2,70.5,0
2016,5,12,14.05,68,0
2016,5,11,15.75,66,0
2016,5,10,13.75,64,0
2016,5,9,12.6,72.5,0
2016,5,8,13.05,65,0
2016,5,7,15.7,72,0
2016,5,6,14.25,73.5,0
2016,5,5,12.85,78,0
2016,5,4,12.05,74.5,1.4
2016,5,3,16.8,77,0
2016,5,2,17.05,70.5,0
2016,5,1,13.2,73.5,0
2016,4,30,10.55,75,0
2016,4,29,13.3,70,0
2016,4,28,13.7,70,0
2016,4,27,11.1,75,0
2016,4,26,10.8,64.5,0
2016,4,25,10.6,67.5,0
2016,4,24,11.5,80,1.2
2016,4,23,13.95,78.5,2.2
2016,4,22,12.35,87.5,6.4
2016,4,21,15.95,72.5,0.2
2016,4,20,14.25,75.5,0
2016,4,19,13.45,81.5,0
2016,4,18,14.89,72,0
2016,4,17,10.35,79.5,0
2016,4,16,10.95,73.5,0
2016,4,15,10.8,72,0
2016,4,14,9.44,77.5,0.6
2016,4,13,9.6,72.5,0
2016,4,12,9.85,80,4.6
2016,4,11,11.25,71.5,0
2016,4,10,10.9,78,0
2016,4,9,11.8,83,0
2016,4,8,12,78.5,0
2016,4,7,10.3,86,0
2016,4,6,13.05,74.5,0
2016,4,5,9.25,83,1.6
2016,4,4,11.6,73,6.2
2016,4,3,11.15,78.5,1.2
2016,4,2,11.65,73,0
2016,4,1,12.25,80.5,0
2016,3,31,11,74,0
2016,3,30,9.19,79.5,0
2016,3,29,7.3,81.5,0
2016,3,28,7.5,81,0
2016,3,27,8.65,81,13.6
2016,3,26,8.5,75,2.2
2016,3,25,7.25,80,0
2016,3,24,8.3,76.5,0.4
2016,3,23,8.75,86.5,12.2
2016,3,22,10.3,73,0
2016,3,21,10.64,82.5,5.4
2016,3,20,9.8,88.5,9.6
2016,3,19,8.5,66.5,0
2016,3,18,6.1,62.5,0
2016,3,17,4.45,70,0
2016,3,16,5.09,84,0
2016,3,15,5.85,80.5,0.6
2016,3,14,7.25,80.5,3.4
2016,3,13,6.65,82.5,14.6
2016,3,12,7.85,83,4.8
2016,3,11,6.94,79.5,5.2
2016,3,10,9,82.5,11.4
2016,3,9,8.5,76.5,23.2
2016,3,8,7.1,77.5,1.2
2016,3,7,7.65,85.5,8.6
2016,3,6,10,74.5,7
2016,3,5,12.05,71,3.6
2016,3,4,10,78.5,10.4
2016,3,3,10.3,78.5,5.4
2016,3,2,9.05,81,6.6
2016,3,1,8.5,83.5,12.2
2016,2,29,8.05,76.5,2.2
2016,2,28,9.1,81.5,8
2016,2,27,9.3,89,0.8
2016,2,26,6.9,85,1.2
2016,2,25,6.7,82,0
2016,2,24,7.1,77,0
2016,2,23,2.84,81,0
2016,2,22,5.9,81.5,0
2016,2,21,4.64,78,1
2016,2,20,7.3,76,0
2016,2,19,8.1,84,7.2
2016,2,18,8.94,85.5,21
2016,2,17,8.19,87,7.8
2016,2,16,7.85,81,0
2016,2,15,8.4,94.5,23.4
2016,2,14,8.15,95,8.6
2016,2,13,7.7,87.5,13.2
2016,2,12,10.8,80,15.4
2016,2,11,7.65,89,8.8
2016,2,10,7.85,87.5,5
2016,2,9,7.3,84.5,0
2016,2,8,6.44,92,0
2016,2,7,4.65,87.5,0.4
2016,2,6,5.9,76.5,0
2016,2,5,8.4,78,8
2016,2,4,7.05,88,4.4
2016,2,3,5.94,81,12.2
2016,2,2,5,80,1.6
2016,2,1,4.34,87,1.2
2016,1,31,4.65,88.5,9
2016,1,30,4.55,85,1.8
2016,1,29,6.05,82.5,8.2
2016,1,28,8.1,78.5,12.8
2016,1,27,10.7,90,17.2
2016,1,26,8.65,89,11.8
2016,1,25,6,79.5,0
2016,1,24,5.95,86.5,1
2016,1,23,6.15,92.5,0
2016,1,22,9.15,89.5,14
2016,1,21,8.19,92,25.4
2016,1,20,4.4,86.5,2
2016,1,19,6.5,86.5,0.8
2016,1,18,7.95,79.5,4.6
2016,1,17,8.4,84,7
2016,1,16,6.85,92.5,12.8
2016,1,15,1.79,91.5,0.2
2016,1,14,5.3,82.5,0.8
2016,1,13,5.35,91,9.6
2016,1,12,6.15,94,16.8
2016,1,11,0.95,90.5,12.8
2016,1,10,2,85,0
2016,1,9,2,90,0
2016,1,8,3.75,89.5,0
2016,1,7,3.59,93,0
2016,1,6,4.55,92.5,1.8
2016,1,5,0.55,93,8.8
2016,1,4,0.74,89,0.8
2016,1,3,-1.2,89.5,0
2016,1,2,-1.95,91.5,0
2016,1,1,-1.74,89,0
2015,12,31,-1.35,79.5,0
2015,12,30,-0.95,80,0
2015,12,29,1.85,82.5,0
2015,12,28,2.09,88.5,0.4
2015,12,27,3.3,88.5,13
2015,12,26,1.85,81.5,0.2
2015,12,25,2.19,80.5,0
2015,12,24,3.55,87.5,1.4
2015,12,23,3.59,91,8.6
2015,12,22,2.4,90,7.4
2015,12,21,3.95,85,2.4
2015,12,20,4.94,83,7.2
2015,12,19,5.4,83.5,0
2015,12,18,5.7,87.5,14.6
2015,12,17,2.1,82.5,12.8
2015,12,16,2.7,80.5,0
2015,12,15,3.55,91.5,2.4
2015,12,14,4.25,87,0.8
2015,12,13,7.25,85,13.2
2015,12,12,5.09,88,26.4
2015,12,11,6.95,79,0
2015,12,10,8.3,77,9
2015,12,9,8.55,80,8.8
2015,12,8,10.95,85,16.6
2015,12,7,9.4,91,10.6
2015,12,6,9.05,86.5,18.8
2015,12,5,8.15,80,32.2
2015,12,4,7.4,86.5,3
2015,12,3,10.5,80.5,9
2015,12,2,8.9,87.5,2.2
2015,12,1,8,81,11.6
2015,11,30,1.1,82.5,0
2015,11,29,-0.1,91.5,0
2015,11,28,0.25,86.5,0
2015,11,27,1.14,87,0
2015,11,26,1.35,78,0
2015,11,25,1.14,74.5,0
2015,11,24,3.2,71,2
2015,11,23,4.25,87,6.2
2015,11,22,2.65,82.5,0
2015,11,21,1.4,80,0
2015,11,20,1.49,81.5,0
2015,11,19,2.65,81,0
2015,11,18,5.45,78,0
2015,11,17,9.3,83.5,5.8
2015,11,16,3.3,89,26
2015,11,15,6.94,76.5,1.8
2015,11,14,7.65,91.5,6.6
2015,11,13,10.1,89.5,7
2015,11,12,6.19,85,25.6
2015,11,11,7.1,79.5,4.2
2015,11,10,4.95,87.5,3.6
2015,11,9,6.05,87.5,0
2015,11,8,7.85,88.5,0.8
2015,11,7,9.4,94.5,46.2
2015,11,6,7.9,91.5,8
2015,11,5,7.75,87.5,1.8
2015,11,4,5.44,89.5,0
2015,11,3,6.19,85,0
2015,11,2,7.7,87,0
2015,11,1,9.35,87.5,25.2
2015,10,31,12.5,81.5,22.6
2015,10,30,11.89,90,16.4
2015,10,29,12.7,87,5.6
2015,10,28,10.6,92,15.8
2015,10,27,9.75,87.5,0
2015,10,26,11.75,88.5,6.6
2015,10,25,10.95,89,1.8
2015,10,24,8.14,89.5,0
2015,10,23,8.85,88.5,0
2015,10,22,9.94,87.5,0
2015,10,21,10,88.5,0.2
2015,10,20,11.55,89.5,0
2015,10,19,12.55,94.5,1.2
2015,10,18,13.35,92,1
2015,10,17,13.35,87,0.2
2015,10,16,10.05,87,0
2015,10,15,10.3,87.5,0
2015,10,14,9.65,90.5,0
2015,10,13,11.35,88,0
2015,10,12,12.14,83.5,10.8
2015,10,11,12.1,77,0
2015,10,10,15.8,82.5,13.4
2015,10,9,15.3,83.5,0.4
2015,10,8,15.14,91.5,0
2015,10,7,14.25,94,14.6
2015,10,6,12.75,80,2.2
2015,10,5,11.35,81.5,0
2015,10,4,11.5,80.5,0
2015,10,3,11.35,82.5,0
2015,10,2,11.85,91,0
2015,10,1,11.5,92.5,0
2015,9,30,12.1,84,0
2015,9,29,11.8,86.5,0
2015,9,28,10.8,86,0
2015,9,27,10.5,81,0
2015,9,26,11.35,76,0
2015,9,25,12.39,87,3.2
2015,9,24,14.15,81.5,4.8
2015,9,23,12.1,66,0.6
2015,9,22,12,79,0
2015,9,21,12.2,73.5,0
2015,9,20,16.7,83,0.4
2015,9,19,15.5,89.5,16.8
2015,9,18,14.6,83,1.4
2015,9,17,15.25,76.5,3.4
2015,9,16,14.55,63,0
2015,9,15,13.7,68.5,0
2015,9,14,12.1,79,0
2015,9,13,15.7,68.5,0
2015,9,12,17.7,81,0
2015,9,11,16.8,85.5,0
2015,9,10,16.14,86,0
2015,9,9,18.5,74.5,0
2015,9,8,16.8,84,3.4
2015,9,7,15.9,73,0.6
2015,9,6,14.3,76.5,0.2
2015,9,5,13.6,73,0
2015,9,4,12.25,81.5,0
2015,9,3,13.3,75.5,0.4
2015,9,2,13.4,75,4.6
2015,9,1,14.95,83.5,2
2015,8,31,15.35,85,22.2
2015,8,30,16.89,74,7
2015,8,29,18.25,75,18.6
2015,8,28,18.25,76.5,10.2
2015,8,27,20.04,61.5,0
2015,8,26,16.75,72.5,0
2015,8,25,15.95,67.5,0
2015,8,24,17.85,65.5,0
2015,8,23,17.2,74,0
2015,8,22,17.3,67.5,0
2015,8,21,17.64,68,0
2015,8,20,18.85,71.5,0
2015,8,19,20.55,73,0
2015,8,18,18.39,78.5,0
2015,8,17,17,77.5,0
2015,8,16,18.35,76,0
2015,8,15,17.55,75,0.4
2015,8,14,16.89,81,0
2015,8,13,20.05,69,0
2015,8,12,21.95,72,0
2015,8,11,19.35,80.5,0
2015,8,10,18.5,76,0
2015,8,9,19.6,71.5,5.6
2015,8,8,18.7,79,0.4
2015,8,7,18.39,69,0
2015,8,6,18.39,75.5,1
2015,8,5,16.85,81,2.4
2015,8,4,19.2,67.5,0
2015,8,3,18.8,71.5,0
2015,8,2,20.7,75.5,0
2015,8,1,20.55,74.5,0
2015,7,31,20.25,72,0
2015,7,30,20.2,66,0
2015,7,29,19.45,71,0
2015,7,28,18.04,69.5,0
2015,7,27,17.25,73,0
2015,7,26,16.1,77,8.2
2015,7,25,17.89,70.5,0
2015,7,24,16.14,81.5,11.2
2015,7,23,17.7,65.5,0
2015,7,22,18.14,68,0
2015,7,21,19.45,63,0
2015,7,20,20.39,69,0
2015,7,19,22.55,70,0
2015,7,18,21.45,73.5,0
2015,7,17,18.14,72,0
2015,7,16,18.89,64.5,0
2015,7,15,18.45,72.5,0
2015,7,14,18.05,70.5,0
2015,7,13,19.25,70.5,0
2015,7,12,20.1,75,0
2015,7,11,17.3,81.5,1.4
2015,7,10,19.45,71,0
2015,7,9,20.35,73,0
2015,7,8,19.5,75.5,0
2015,7,7,18.55,72.5,0
2015,7,6,21.8,59.5,0
2015,7,5,20.9,69.5,0
2015,7,4,20.65,62,0
2015,7,3,20.65,68,0
2015,7,2,21.2,70,0
2015,7,1,20.54,73,0
2015,6,30,20.35,70.5,0
2015,6,29,23.55,65.5,0
2015,6,28,22.15,68.5,0
2015,6,27,20.39,71.5,0
2015,6,26,21.25,77,0
2015,6,25,20.2,70.5,0
2015,6,24,19.2,72,0
2015,6,23,17.89,59,0
2015,6,22,18.14,59,0
2015,6,21,17.6,65.5,0
2015,6,20,16.14,68.5,0
2015,6,19,16,71,0
2015,6,18,17.45,69.5,4.2
2015,6,17,16.3,70.5,0
2015,6,16,17.8,63,0
2015,6,15,17.14,68,0
2015,6,14,16.05,74.5,0
2015,6,13,14.1,69,0
2015,6,12,15.6,58,0
2015,6,11,17,68,0
2015,6,10,17.3,67,0
2015,6,9,17.35,72,0
2015,6,8,19.05,70,0
2015,6,7,19.89,69,0
2015,6,6,17.55,75,0
2015,6,5,16.35,76,0
2015,6,4,16.75,73,0
2015,6,3,15.4,74.5,0
2015,6,2,14.95,83,6.6
2015,6,1,16.39,76,0.2
2015,5,31,15.3,68,0
2015,5,30,17.1,65,0
2015,5,29,18.39,74,0
2015,5,28,17.14,76.5,0
2015,5,27,17.25,74.5,0
2015,5,26,16.45,75.5,0
2015,5,25,15.39,76,0
2015,5,24,16,77,0
2015,5,23,15.6,75,0
2015,5,22,16.39,75,0
2015,5,21,16.8,74.5,0
2015,5,20,14.95,81.5,0
2015,5,19,16.1,77,0
2015,5,18,16.14,81.5,0.2
2015,5,17,14.85,79,0
2015,5,16,15.6,75.5,0
2015,5,15,14.45,80.5,0
2015,5,14,13.5,79.5,1.4
2015,5,13,14.55,78.5,0
2015,5,12,15.55,71.5,0
2015,5,11,13.6,78,0.8
2015,5,10,14.3,74,0
2015,5,9,14.95,64.5,0
2015,5,8,13.8,70,0
2015,5,7,12.15,75,0
2015,5,6,11.2,72.5,0
2015,5,5,11,70.5,0.9
2015,5,4,12.45,62.5,1.8
2015,5,3,9.19,77.5,0
